movie_title,kind,number_of_rating,rating_score,classification,release_year,duration,country,genre,director,cast
Dẫn Độ Linh Hồn,Phim bộ,1600,9.2,T16,2014,20,Trung Quốc đại lục,"Bí Ẩn, Kinh Dị, Phiêu Lưu, Lãng Mạn, Viễn Tưởng, Kinh Dị",Ju Xing Mao,"Liu Zhi Yang, Yu Yi, Yin Xiao, Liang Ye Wen, Ranjun Jr., Aro Yang, sunny, Chen Chean,Chean Chen, Crystal, Man Yi"
Người Vợ Nguy Hiểm Của Tôi,Phim bộ,3300,9.2,T18,2020,16,Hàn Quốc,"Bí Ẩn, Kinh Dị, Tình Tiết, Hôn Nhân, Tiếng Hàn",Lee Chang-min,"Won-young Cho, Kim Jung Eun, Cui You Hua"
Bạn Gái Tôi Là Hồ Ly Chín Đuôi,Phim bộ,3200,9.4,T13,2010,16,Hàn Quốc,"Lãng Mạn, Phim Hài, Tiếng Hàn",Fu Cheng Zhe,"Seung gi Lee, Shin Min Ah, Park Soojin, Park Hyo Min, Hee-bong Byeon,Byun Hee-bong, Yu-seon Yun, Sung Dong-il , HongKiLee, Park Shin Hye"
Diên Hy Công Lược,Phim bộ,9800,9.5,T13,2018,70,Trung Quốc đại lục,"Tình Tiết, Cổ Trang, Tiếng Phổ Thông, Cổ Đại, Tiểu Thuyết Chuyển Thể","Hui Kai Dong, De-Guang Wen","Tần Lam, Nhiếp Viễn, Xa Thi Mạn, Ngô Cẩn Ngôn, Hứa Khải, Đàm Trác, Tô Thanh, Vương Viện Khả, Trương Gia Nghê, Vương Quan Dật , Hồng Nghiêu, Vương Mậu Lôi, Lý Xuân Ái, Khương Tử Tân, Sookie Pan, Anna, Lý Nhược Ninh, Song Chun Li, Đặng Sa, ShumeiLian"
Khu Vườn Bí Mật,Phim bộ,2100,9.3,T13,2010,20,Hàn Quốc,"Lãng Mạn, Thành Thị",Woo-chul Shin,"Hyun Bin, Ha Ji Won, Yoon Sang Hyun, Kim Sa Rang, Yoo In-Na, Philip Lee, Lee Jong Suk, Jin Ci Yu"
Thư Viện Thông Thiên,Phim bộ,16300,8.7,T13,2021,24,Trung Quốc đại lục,"Lãng Mạn, Tình Bạn, Tình Yêu Ngọt Ngào, Học Đường, Cổ Trang, Tiếng Phổ Thông",Wu Jun Xian,"MUBO,Han Mu Bo, ROI,Qin Fen, Châu Ngạn Thần, Xu Hao, Yu Nai Jia"
Hạ Tiên Sinh Lưu Luyến Không Quên,Phim bộ,262900,9.5,T13,2021,24,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Thành Thị, Tổng Tài Bá Đạo, Thương Trường, Tình Yêu Ngọt Ngào",Li Yu Lei,"Ngụy Triết Minh, Hồ Ý Hoàn, Tôn Tư Trình, Chiêm Tử Đông"
【Thuyết Minh】Quy Lộ,Phim bộ,3000,9.5,T13,2023,30,Trung Quốc đại lục,"Lãng Mạn, Thành Thị, Hôn Nhân, Tiếng Việt, Tiểu Thuyết Chuyển Thể",Yu Cui Hua,"BoranJing, Đàm Tùng Vận, lison, Trương Bách Gia, Vương Hạo (diễn viên hài), Qiaoer Zhang, Liang Tian, Wu Yu Fang, Baoliang Sha, Enshuo Zhang, Xu Rong Zhen, Ning Song, Karina, Lý Mặc Chi, Zheng Jia Bin, Quách Tiếu Thiên, Liu Lu, Cung Nghị Tinh, Xue Yu Bin"
Ký Ức Độc Quyền,Phim bộ,5200,9.1,T13,2019,24,Trung Quốc đại lục,"Thanh Xuân, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Liu Chang,"Juck Zhang, Li Ting Ting, Chen Bo Hao, Sun Jia Ling, Li Jiu Xiao, Zhang Zhang, Deng Yu Li, Lý Hoan, Fang Wen Qiang, Nate"
Bí mật của bạn học,Phim bộ,2500,9,P,2018,24,Trung Quốc đại lục,"Khoa Học Viễn Tưởng, Thanh Xuân, Tiếng Phổ Thông","Si Wei Wei, Jiang Xiao Xiao","Lý Canh Hy, Zhu Zhi Ling, LiangBaoling, Chang Long"
Mộ Nam Chi,Phim bộ,20100,9.5,T13,2021,40,Trung Quốc đại lục,"Lãng Mạn, Thanh Xuân, Cổ Trang, Tiếng Phổ Thông, Cổ Đại, Tiểu Thuyết Chuyển Thể",Zhi Lei,"Cúc Tịnh Y, Tăng Thuấn Hy, Marius, Vương Dịch Đình, Lý Quân Nhuệ"
Huyền Thoại Biển Xanh,Phim bộ,27100,9.5,T13,2016,20,Hàn Quốc,"Lãng Mạn, Viễn Tưởng, Tình Yêu Ngọt Ngào, Tiếng Hàn",Hyuk Jin,"Gianna Jun, Lee Min Ho, Lee Hee-jun , Hye-Sun Shin"
Thiên Tài Cơ Bản Pháp,Phim bộ,5700,9.6,T13,2022,34,Trung Quốc đại lục,"Thanh Xuân, Gia Đình, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Shen Yan,"Lôi Gia Âm, Wendy Zhang, Trương Tân Thành"
Pit Babe The Series,Phim bộ,21800,9.8,T18,2023,13,Thái Lan,"LGBT, Lãng Mạn, Tình Tiết, Viễn Tưởng, Tổng Tài Bá Đạo, Tình Bạn",Nopachai Chaiyanam,"Naret Promphaopun (Pavel),Pavel Naret Promphaopun, Krittin Kitjaruwannakul (Pooh), Supanut Lourhaphanich (Nut), Hemmawich Kwanamphaiphan (Sailub), Thanapon Aiemkumchai (Pon), Obrnithi Leelavetchbutr (Ping), Natthapong Pathong (Benz), Pantach Kankham (Garfield), Kiettisak Vatanavitsakul (Michael), Supakorn Saokhor (Topten), Pataraphol Wanlopsiri (Pop), Asre Wattanayakul (Lee)"
Thiếu Nữ Tinh Nghịch,Phim bộ,7300,8.9,T13,2020,24,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Thanh Xuân, Tiếng Phổ Thông, Cổ Đại",Jason,"Tôn Tổ Quân, Kim Văn Hân, Phan Hiểu Đông, Hou Dong, Wang Zi Tong, Trương Lam Nghệ, Zhu Han, Zhang Xin Lei, Shi Chao"
Mật Danh K2,Phim bộ,38600,9.4,T13,2016,16,Hàn Quốc,"Lãng Mạn, Tình Tiết, Thành Thị, Tiếng Hàn",Guo Zheng Huan,"Ji Chang Wook, Lim YoonA,Yoona, Song Yun-ah, Jo Sung-ha"
Khi Mây Đen Gặp Trăng Sáng,Phim bộ,1400,9.4,T16,2022,30,Trung Quốc đại lục,"Bí Ẩn, Lãng Mạn, Tình Tiết, Viễn Tưởng, Thành Thị, Tiếng Phổ Thông","Cai Cong, Vũ Trung Trung","Lý Nhất Đồng, Kim Jin, Tăng Khả Ny, Zirui Wang, Fan Jin Wei, Lư Dục Hiểu, Yuanyuan Zhao, Wu Ya Heng"
City Of Star: Thành Phố Thịnh Vượng,Phim bộ,4700,9.7,T18,2024,12,Thái Lan,"LGBT, Lãng Mạn, Tình Tiết, Thanh Xuân, Tiếng Phổ Thông, Thái Lan",Puwadon Naosopa,"Kimmon Warodom Khemmonta, Kimmon Warodom Khemmonta, Job Krisz Ahandrik, Porsche Sitha Kanchana-alongkorn, Kwanlada Rungrojampa, Kristkul Chumkaew, Prympisa Jaruruangpong, Bank Thanathip Srithongsuk, Pataravadee Thitivoodtikul, JJ Rathasat butwong, Nichanat Setasawatpong"
Câu Chuyện Của Thời Gian,Phim bộ,38000,9.5,T13,2022,36,Trung Quốc đại lục,"Lãng Mạn, Tình Bạn, Thanh Xuân, Gia Đình, Tiếng Phổ Thông",Li Tian,"Jelly Lin, Cao Chí Đình, Ge Zheng, He Peng, Liu Yu Feng, Lý Nhược Ninh, Li Hong Tao, Wang Hai Yan, Bao Da Zhi, Zhang Tao"
Tuyên Vũ Môn,Phim bộ,8000,9.2,T13,2024,41,Trung Quốc đại lục,"Tình Tiết, Tiếng Phổ Thông",Wang Xiao Kang,"Nhiệm Trọng, Đồng Lôi, Vương Tự Kiện, Mica, Triệu Nghị, Yu Bin, Li Jin Rong, Si Qin Gao Wa, Zhang,Feng yi, Li Cheng Ru"
Chung Cực Bút Ký,Phim bộ,25300,9.4,T16,2020,37,Trung Quốc đại lục,"Phiêu Lưu, Viễn Tưởng, Thanh Xuân, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể","Zou Xi, Ma Xiao Gang, Lizhou Wei,David Wai","Tăng Thuấn Hy, Tiêu Vũ Lương, Lưu Vũ Ninh, liuyuhan"
Người đàn ông kì quái trong nhà,Phim bộ,1300,8.6,T13,2017,12,Trung Quốc đại lục,"Viễn Tưởng, Phim Hài, Thành Thị, Tiếng Phổ Thông",Li Jin Lun,"Fan Shi Qi, Huang Can Can, Xu Feng, Mu Le En, Liu Shuang, Li Guo, Liu Yu Hang"
Truyền thuyết thành phố,Phim bộ,1000,8.1,P,2017,12,Trung Quốc đại lục,"Khoa Học Viễn Tưởng, Tình Tiết, Viễn Tưởng, Thành Thị, Tiếng Phổ Thông",Wei Lian,Mo Zhi Han
Trại Chủ Nại Hà Không Dễ Làm,Phim bộ,65000,9,T13,2023,15,Trung Quốc đại lục,"Phim Hài, Cổ Trang, Tiếng Phổ Thông, Cổ Đại",Lan Chao,"Wang Xuan, Cao Sai Ya"
Cô Nàng Cử Tạ Kim Bok Joo,Phim bộ,37600,9.5,T13,2016,16,Hàn Quốc,"Lãng Mạn, Phim Hài, Thanh Xuân, Học Đường, Tiếng Hàn",Wu Xian Zhong,"Sung-Kyung Lee , Nam Joo Hyuk, 경수진/Kyong Soo Jin"
Days with Ambition and Pride,Phim bộ,1000,9.3,T13,2023,45,Trung Quốc đại lục,"Tình Tiết, Chiến Tranh, Tiếng Phổ Thông",Zhou You Zhao,"Wang Lei, Mabel Yuan, Cao Yun Jin, Guo Jing Lin, Sun Shuang, Jill Hsu"
Rampas Cintaku S2,Phim bộ,1300,9.5,T18,2024,12,Malaysia,"Lãng Mạn, Tình Tiết, Hôn Nhân, Tiếng Mã Lai",Ejump Mohd,"Fasha Sandha, Ady Mohammad, Afieq Shazwan, Keith Foo, Puteri Balqis, Lorenzo Irman, Zamarul Hisham, Erra Fazira, Zarynn Min, Alya Iman, Aniq Iffat, Mohamed Ezaidi, Aaliyah Natasha, Zarul Husin, Ady Mohammad"
Thợ Săn Tâm Trạch,Phim bộ,9700,9.2,T16,2020,36,Trung Quốc đại lục,"Bí Ẩn, Viễn Tưởng, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Li Ze Lu,"Hầu Minh Hạo, Lưu Đông Thấm, Chúc Tự Đan"
"Two Worlds: Hai Thế Giới, Một Trái Tim",Phim bộ,2000,9.8,T18,2023,10,Thái Lan,"LGBT, Lãng Mạn, Viễn Tưởng, Tình Bạn, Thái Lan","Varayu Rukskul, Tissanu Teeyanardtanancha","Max Kornthas Rujeerattanavorapan, Nat Natasit Uareksit, Thanawat Kaewbamrung, Pak Varayu Phusomjitsakul, Taechin Phaisanwan"
Vì Tình Yêu Nên Hạnh Phúc 2,Phim bộ,5000,8.7,P,2016,34,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Thành Thị, Thanh Xuân, Gia Đình, Tiếng Phổ Thông",Liu Chun-Chieh,"WilliamChan, Tina Tang, Xu Ran, Mify, Ngụy Đại Huân, Eliza Liang, Lee Tae, Joyce, La Vân Hi, Lisa Chan, Wu Jing, Liu Li Wei, Rong Rong, Cai Gang, Fan Chun Xia"
Rampas Cintaku,Phim bộ,3300,9.5,T18,2022,14,Malaysia,"Lãng Mạn, Tình Tiết, Hôn Nhân, Tiếng Mã Lai",Ejump Mohd,"Fasha Sandha, Afieq Shazwan, Zarul Husin, Erynn Abdullah, Zarynn Min, Puteri Balqis, Aidil Aziz, Datin Fadhilah Mansor, Ady Mohammad, Ady Mohammad"
Quyến Luyến Lúm Đồng Tiền,Phim bộ,16800,8.7,T13,2021,24,Trung Quốc đại lục,"Lãng Mạn, Phim Hài, Tổng Tài Bá Đạo, Thành Thị, Tình Bạn, Thanh Xuân",Li Mei,"Trần Ý Hàm, Từ Khải Hâm, Dương Sĩ Trạch, Lý Gia Hào, Wang Zhi Yi, Wan Zi Lin, kiki"
Trường An Như Cố,Phim bộ,92000,9.7,T13,2021,24,Trung Quốc đại lục,"Lãng Mạn, Tình Yêu Ngọt Ngào, Cổ Trang, Tiếng Phổ Thông, Cổ Đại, Tiểu Thuyết Chuyển Thể",Guo Hu,"Nhậm Gia Luân, Bạch Lộc, Vương Tinh Việt , Li Yi Ru"
Ngầm chiến,Phim bộ,4000,9.2,T16,2018,30,Trung Quốc đại lục,"Bí Ẩn, Hình Sự","Xing Jian Jun, Li Xin Bo","Stephy Tang,Lai-Yun Tang, Sun Peng Bin, Qi Feng, Du Zhi Guo, Qian Yong Fu"
Cháy,Phim bộ,40000,9,T16,2020,51,Trung Quốc đại lục,"Tội Phạm, Bí Ẩn, Hình Sự, Thành Thị, Tiếng Phổ Thông",Chen Yu Xin,"Jing Chao, Karlina Zhang, Xi Mei Juan, Tan Kai, Lingzi Fan,Vann Pancake, Zhang Jun Ming, Zhang Zhi Jian, Vivan Wu, Lưu Mẫn Đào, Feng Lei"
Phá án 2,Phim bộ,69000,9.3,T16,2022,24,Trung Quốc đại lục,"Tội Phạm, Bí Ẩn, Tình Tiết, Hình Sự, Tiếng Phổ Thông",Yang Dong Liang,"Dong Xuan, Cốc Gia Thành, Su Xiao Ding, Lv Yan Bei, Hàn Đống, Muxi Zhang, Hà Hoa, Guan Yue"
KinnPorsche The Series (Thiếu Gia Xã Hội Đen Yêu Tôi),Phim bộ,216700,9.8,T18,2022,14,Thái Lan,"Tội Phạm, LGBT, Lãng Mạn, Hành Động, Thanh Xuân, Thái Lan","Kongkiat Komesiri, Pond Krisda Witthayakhajorndet, Pepsi BANCHORN VORASATAREE","Mile Phakphum Romsaithong, Apo Nattawin Wattanagitiphat, Bible Wichapas Sumettikul, Build Jakapan Puttha, Jeff Satur, Barcode Trinnasit Isarapongporn, Ta Nannakun Pakapatpornpob, Bas Asavapatr Ponpiboon, Tong Thanayut Thakoon-auttaya, Nodt Nutthasid Panyangarm, Us Nititorn Akkarachotsopon, Job Yosatorn Konglikit, JJ Chalach Tantijibul, Ping Touchchavit Kulkrachang, Perth Nakhun Screaigh, Pong Pongsakorn Ponsantigul"
Siêu Cận Vệ Của Hoa Khôi 4,Phim bộ,51000,8.9,P,2016,12,Trung Quốc đại lục,"Viễn Tưởng, Thành Thị, Thanh Xuân, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Hsiu-cheng Chang,"Chung Lin, Hoàng Nhất Lâm, Wang Zi Yun, Tiara Huang, Xiong Yu Ting, Xindy, Cherry , Zhang Yi Cong, Chai Hao Wei, Lục Di Tuyền, Auyo Xiang"
Thức Tỉnh,Phim bộ,31000,9.3,T16,2022,24,Trung Quốc đại lục,"Tội Phạm, Bí Ẩn, Hình Sự, Tiếng Phổ Thông",Sun Xun,"Sun Xun, MengLi,Meng Li, Zhang Dan Feng, Zhao Xun, Du Yuan, Văn Sinh, Zhao Zhi Yao, Zhang Jin, Ning Xiao Zhi, Xia Hou Bin"
【Thuyết Minh】Trần Duyên,Phim bộ,1000,9.6,T13,2023,36,Trung Quốc đại lục,"Phiêu Lưu, Lãng Mạn, Tình Tiết, Viễn Tưởng, Hư Cấu, Tình Bạn",Trịnh Vĩ Văn,"Angelababy, RayMa, xuanlu, Marius, Cheng Yumiko, Wang Rui Zi, Qiao Ding"
Truy tìm hung thủ (Kì 1),Phim bộ,6000,8.9,T16,2018,12,Trung Quốc đại lục,"Tội Phạm, Bí Ẩn, Hình Sự, Tiếng Phổ Thông",Yang Ming,"Ma Jing, Wang Zi Quan, Vương Kính Tùng, Chen Hao Wen, Wang Xiao, Li Bo Yi, Hou Tianlai"
Vô Chủ Chi Thành,Phim bộ,50000,9.2,T16,2019,24,Trung Quốc đại lục,"Bí Ẩn, Phiêu Lưu, Kinh Dị, Tiếng Phổ Thông",Zhao Tian Yu,"Du Chun, Lưu Dịch Quân, Hứa Linh Nguyệt, Dai Xu, Ninh Lý, Trần Vũ Tư, Mao Yi, Wei Lu, Xinning Zhang"
Thanh Xuân Sáng Thế Kỷ,Phim bộ,26300,9.1,T13,2020,47,Trung Quốc đại lục,"Lãng Mạn, Tổng Tài Bá Đạo, Thành Thị, Thanh Xuân, Thương Trường, Tình Yêu Ngọt Ngào",Chen Fei Hong,"Hoàng Cảnh Du, Ngô Cẩn Ngôn"
【Thuyết minh】Trường An Như Cố,Phim bộ,6200,9.7,T13,2021,24,Trung Quốc đại lục,"Lãng Mạn, Tình Yêu Ngọt Ngào, Cổ Trang, Tiếng Việt, Cổ Đại, Tiểu Thuyết Chuyển Thể",Guo Hu,"Nhậm Gia Luân, Bạch Lộc"
Ngày Mai Cũng Muốn Gặp Anh,Phim bộ,12300,9.6,T13,2022,12,Trung Quốc đại lục,"Lãng Mạn, Thanh Xuân, Tình Yêu Ngọt Ngào, Học Đường, Tiếng Phổ Thông",liumao,"Bunny Zhang, Kangle Zhang, Xie Xing Yang, Lư Dục Hiểu"
Một tôi khác trên thế giới này,Phim bộ,1400,9.2,T13,2022,24,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Thành Thị, Tình Bạn, Thanh Xuân, Tình Yêu Ngọt Ngào","Yu Jing, Wang Kai Yang","Zhao Dong Ze, Wu Man Si, Thang Mộng Giai, Tiêu Vũ Lương"
Ải Mỹ Nhân 2,Phim bộ,1600,9,T16,2016,12,Trung Quốc đại lục,"Tội Phạm, Bí Ẩn, Lãng Mạn, Tình Tiết, Thanh Xuân, Tiếng Phổ Thông","George Leung, Tat Chiu Lee","Yang Rong, Bạch Vũ, He Feng Tian, Wang Yu, Nan Fu Long, Tom Price,Tom Bai, Mễ Nhiệt, Cindy, Thích Tích, Zhang Yi Jie, Chu Jun Chen, Muchen Tian, Yiqin Zhao, Nhậm Gia Luân"
Cô Gái Nhìn Thấy Mùi Hương,Phim bộ,32600,9,T13,2019,25,Trung Quốc đại lục,"Lãng Mạn, Viễn Tưởng, Tổng Tài Bá Đạo, Thành Thị, Thanh Xuân, Tình Yêu Ngọt Ngào",LinYi,"Cung Tuấn, Ireine Song"
Thư Ký Kim Sao Thế?,Phim bộ,50200,9.5,T13,2018,16,Hàn Quốc,"Lãng Mạn, Phim Hài, Thành Thị, Thương Trường, Tình Yêu Ngọt Ngào, Tiếng Hàn",Piao Jun Hua,"Park Seo Jun , Park Min Young, Lee Tae Hwan, Jiang Qi Yong"
Song Yểu Ký,Phim bộ,6000,9.1,T18,2020,13,Trung Quốc đại lục,"Bí Ẩn, Cổ Trang, Tiếng Phổ Thông, Cổ Đại",Dong Cai Yu,"Li Jia Ming, Văn Sinh, Yu Nai Jia, Meng Zi Di, Wu Xin Zun"
Butterfly Shadow,Phim bộ,21000,9.4,T16,2023,40,Trung Quốc đại lục,"Gián Điệp, Chiến Tranh, Tiếng Phổ Thông",Wang Li Xing,"Feng Yue, Ngụy Đại Huân, He Ziming, Trương Thần Quang, VICTOR HUANG, Trương Hàng Duệ, Yuanyuan Zhao, Li Zhuo Lin, Wu Cheng Xuan"
Kết Hôn Rồi Bắt Đầu Yêu,Phim bộ,75000,9.5,T13,2020,35,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Thành Thị, Thương Trường, Tình Yêu Ngọt Ngào, Hôn Nhân","Xu Chi,Xu Chi Dao Yan","Châu Vũ Đồng, Cung Tuấn, Jin Ze, Wu Man Si"
Thách Đấu,Phim bộ,40000,9.2,T16,2022,24,Trung Quốc đại lục,"Tội Phạm, Tiếng Phổ Thông",Zhou Lin Hao,"Âu Hào, Vương Cảnh Xuân, Lữ Hiểu Lâm, Triệu Dương, Đinh Dũng Đại, Xing Han Qing, Li Hong Chen, Wang Yi Zhe, Zhao Lei Qi, Liu Jun Qi"
Dinosaur Love: Tình Yêu Khủng Long,Phim bộ,8800,9.4,T18,2023,8,Thái Lan,"LGBT, Lãng Mạn, Tình Tiết, Thành Thị, Thanh Xuân, Tình Yêu Ngọt Ngào","Tonnam Piamchon Damrongsunthornchai, ZaanookJukkroww Nipitpon Muangsinun","Pepper Pongpat Unhapipatpong, Kakong Montree Pattarachitphinyo, Aomstin Thakrit Patthanaworakit, Mos Kitrawee Jiangthanaroj, Boss SUTTHIPAT THAUNTHONG"
Chuyện Tình Bác Sĩ,Phim bộ,22300,9.4,T13,2016,20,Hàn Quốc,"Lãng Mạn, Tình Tiết, Thành Thị, Tiếng Hàn",Oh Choong-hwan,"Kim Rae Won , Sung-Kyung Lee , Park Shin Hye, Yeong-ae Kim, Han Bao Bei"
Thanh Xuân Không Dừng Lại,Phim bộ,3900,9.1,T13,2019,40,Trung Quốc đại lục,"Tình Tiết, Thanh Xuân, Tiếng Phổ Thông",Xie Yi Hang,"Vu Mông Lung, VIVI, Zhou You, Maggie, Chen Wei Dong, Zhao Ru Yan"
Hổ Hạc Yêu Sư Lục,Phim bộ,12800,9.5,T13,2023,36,Trung Quốc đại lục,"Hư Cấu, Cổ Trang, Tiếng Phổ Thông",Guo Hu,"Tương Long, Trương Lăng Hách, Vương Ngọc Văn, Diệp Thanh, Hà Lam Đậu, Trần Hựu Duy"
Sứ mệnh quân nhân,Phim bộ,1000,7.6,T13,2018,24,Trung Quốc đại lục,"Tình Tiết, Chiến Tranh, Hình Sự, Tiểu Thuyết Chuyển Thể",Zhang Hui Li,"Ren Cheng Wei, Song Jia Lun, Zhang Ya Kun, Wang Yi, Xin Wen, Qin Xue, Ruomeng Huang, Zhang Zi Jian"
【Thuyết Minh】Tân Bạch Nương Tử Truyền Kỳ,Phim bộ,1000,8.5,T13,2019,36,Trung Quốc đại lục,"Lãng Mạn, Thanh Xuân, Cổ Trang, Tiếng Việt, Cổ Đại",Zhi Lei,"Vu Mông Lung, Cúc Tịnh Y, Pei Zi Tian, Tiêu Yến, Nie Zi Hao, Yu Lang, Feng Jian Yu, Yunzhen Zeng"
Oan Gia Phòng Cấp Cứu,Phim bộ,6700,9.2,T13,2014,21,Hàn Quốc,"Lãng Mạn, Tình Tiết, Phim Hài, Thành Thị, Tiếng Hàn",Jin Zhe Gui,"Kim Thae-Ho,Jin-Hyuk Choi,최진혁, Song Ji Hyo, Pill-Mo Lee, Cui Ru Zhen, yoonjonghoon, CLARA LEE,Clara"
Truy Cầu : Hoa Khôi Ngoại Mạn Đấu Đầu Ngốc Bạch Ngọt,Phim bộ,20000,8.7,T18,2019,10,Trung Quốc đại lục,Thanh Xuân,Su Hao Qi,"whitehairpin, Ryan, Lu Yang Yang,Hanna, SayKan"
KinnPorsche The Series (Thiếu Gia Xã Hội Đen Yêu Tôi),Phim bộ,216700,9.8,T18,2022,14,Thái Lan,"Tội Phạm, LGBT, Lãng Mạn, Hành Động, Thanh Xuân, Thái Lan","Kongkiat Komesiri, Pond Krisda Witthayakhajorndet, Pepsi BANCHORN VORASATAREE","Mile Phakphum Romsaithong, Apo Nattawin Wattanagitiphat, Bible Wichapas Sumettikul, Build Jakapan Puttha, Jeff Satur, Barcode Trinnasit Isarapongporn, Ta Nannakun Pakapatpornpob, Bas Asavapatr Ponpiboon, Tong Thanayut Thakoon-auttaya, Nodt Nutthasid Panyangarm, Us Nititorn Akkarachotsopon, Job Yosatorn Konglikit, JJ Chalach Tantijibul, Ping Touchchavit Kulkrachang, Perth Nakhun Screaigh, Pong Pongsakorn Ponsantigul"
Vô Tình Phải Lòng Tướng Quân,Phim bộ,6400,9.1,T13,2022,31,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Phim Hài, Cổ Trang, Tiếng Phổ Thông, Cổ Đại",Ren Shan Shan,"HeiZe,Hei Ze, Zhang Jia Lin"
Thục Niên,Phim bộ,90000,9.5,T13,2023,39,Trung Quốc đại lục,"Thành Thị, Gia Đình, Hôn Nhân, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Liu Xin,"Hách Luy, Angel Wang, Tina Tang, Song Dan Dan, Lưu Dịch Quân, Zhang Guo Qiang, Vương Ngạn Lâm, Cao Cui Fen, Ma Bo Quan"
Huynh Đệ Thân Mến Của Ta,Phim bộ,17900,9.3,T13,2021,35,Trung Quốc đại lục,"Lãng Mạn, Viễn Tưởng, Phim Hài, Tình Bạn, Cổ Trang, Tiếng Phổ Thông",Qiu Yu,"Zhao Ying Bo, yunfan dai, Ngô Thiên Doanh"
Đôi Mắt Thiên Sứ phần 1,Phim bộ,17000,8.7,T16,2019,12,Trung Quốc đại lục,"Bí Ẩn, Khoa Học Viễn Tưởng, Thành Thị",Zhang Zu Quan,"xuanlu, Yu-zheng Wang"
Em Là Người Lý Tưởng,Phim bộ,7900,9.4,T13,2022,24,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Viễn Tưởng, Tổng Tài Bá Đạo, Thành Thị, Tiếng Phổ Thông",Tak Yuen,"Peter, Wang Mo Han"
Đồng Thoại Độc Nhất (Bản Tiếng Gốc),Phim bộ,4000,9.7,T13,2023,24,Trung Quốc đại lục,"Lãng Mạn, Phim Hài, Thanh Xuân, Tình Yêu Ngọt Ngào, Học Đường, Tiếng Phổ Thông",Gong Yu Shi,"Văn Tuấn Huy, Trương Miểu Di, Hùng Áo Bác, Lữ Chiêu, Hác Châu Vũ, Đàm Gia Thái, Lâm Thần Di"
Nhiệt Huyết Thiếu Niên,Phim bộ,1800,9.1,T13,2019,58,Trung Quốc đại lục,"Thanh Xuân, Tiếng Phổ Thông, Cổ Đại","Zhu Rui Bin,CHU Yui Pan","Z.TAO, Trương Tuyết Nghênh, Lưu Vũ Ninh, Cao Xi Yue, Vương Kính Tùng"
Long Thám,Phim bộ,9000,8.8,T16,2018,15,Trung Quốc đại lục,Bí Ẩn,Li Xin Bo,"Tào Tuấn, Lý Xuân Ái, Hyde, YANO KOJI, Zhang Qiu Ge, Zhang Chao, Xi Mei Li, Li Heng Jian, Zhang Yu Feng"
Khuê Trung Mật Hữu,Phim bộ,2100,8.8,T13,2023,20,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Thành Thị, Gia Đình, Hôn Nhân, Tiếng Phổ Thông",leiwang,"Liu Yong Xi, Liu Cheng Lin"
Cô Nàng Đẹp Trai,Phim bộ,2700,9.4,T13,2009,16,Hàn Quốc,"Thanh Xuân, Tiếng Hàn",bage,"Jang Keun Suk,장근석 Jang Keun Suk（Jang Geun Suk）, HongKiLee, Park Shin Hye, Jung Yong Hwa"
Gió Mát Trăng Thanh Hoa Đua Nở,Phim bộ,9600,9.3,T13,2021,24,Trung Quốc đại lục,"Lãng Mạn, Thanh Xuân, Cổ Trang, Tiếng Phổ Thông, Cổ Đại",Kenne Yam,"Hứa Giai Kỳ, Hoàng Thánh Trì, Wu Yang"
Be Mine. Superstar,Phim bộ,9200,9.6,T18,2023,12,Thái Lan,"LGBT, Lãng Mạn, Tình Tiết, Thanh Xuân, Thái Lan",David Bigander,"Ja Phachara Suansri, First Chalongrat Novsamrong, Bosston Suphadach Wilairat, Jo Kavinpat Thanahiransilp, Wayo Peerawat Sareewong"
Bản đồ tình yêu (Thượng Hải),Phim bộ,3000,8.5,T13,2018,12,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Thành Thị",Silence,"Ulrica, Xin Wang, Yin Rou Yi, Shi Zhi, Hu Xu"
Dã Thú Cô Độc,Phim bộ,4000,9.5,T16,2022,36,Trung Quốc đại lục,"Lãng Mạn, Thành Thị, Thanh Xuân, Tiếng Phổ Thông",Ying Ying Lu,"Tất Văn Quân, Chu Chính Đình, Sun Yi Han, Trương Bách Gia"
Đứa Trẻ Mất Tích,Phim bộ,46000,9.4,T18,2022,12,Trung Quốc đại lục,"Bí Ẩn, Tình Tiết, Gia Đình, Tiếng Phổ Thông","Zhao Xiao Ou, Xiaoxi Zhao","Đồng Đại Vỹ, Vision Wei, Kelly, Dany Lee"
